,0
0,115668.34155106301
1,167758.3870799303
2,167983.55613698123
3,179661.66001405584
4,225896.5029058296
5,180183.97383106613
6,171453.42551176238
7,165104.51643898088
8,187056.65929002158
9,114151.59350599165
10,176461.2585736124
11,99045.92047821003
12,92694.50649546673
13,141541.28081312083
14,115084.30690567323
15,368129.4194395473
16,275738.91510028596
17,324518.40353267366
18,304386.576605984
19,425721.41028234677
20,315904.4063254203
21,240977.84214794743
22,173231.16410991907
23,162861.96569467775
24,188608.34504641025
25,202880.17643919474
26,345566.8668229015
27,253505.92767428118
28,197616.16881306836
29,217134.61344226066
30,194707.27880939018
31,113495.70339173223
32,171903.99309700838
33,305472.79678074835
34,299465.81692489545
35,212843.1023429197
36,193694.0035662549
37,164363.85466940084
38,154869.78288214395
39,145782.54924948266
40,168644.34352178313
41,154992.30921085237
42,263656.3967790976
43,251575.3514875599
44,230784.79405650514
45,180066.1263946043
46,216439.4736327392
47,181587.46971509125
48,154049.84988790384
49,140755.5034513941
50,133102.10490446223
51,162855.41801246526
52,176765.97502360452
53,137908.95164554828
54,208623.2059683402
55,156297.1355760747
56,176070.5565366928
57,137757.90211237266
58,205961.9637696378
59,123649.550901161
60,126661.94896823262
61,190365.29166550015
62,113601.2242190444
63,115732.95452171922
64,109738.6070107244
65,114455.09292241774
66,113175.83604798246
67,146508.81744760298
68,130291.81037059471
69,185559.95163473795
70,124146.72684883363
71,90556.95606676851
72,119090.27793237186
73,112741.9244055536
74,136588.04951811224
75,103085.50744994836
76,76919.86902969966
77,160277.00280951225
78,185470.86108578986
79,113118.33997535339
80,133497.1335563595
81,137577.61592213376
82,192736.0644889815
83,87239.80697335144
84,110495.06084030868
85,128966.67458610353
86,133932.11438912066
87,124377.92509216315
88,114655.64529181684
89,133494.59909790533
90,110037.08291272682
91,128402.34150133746
92,128214.95679756554
93,119205.05687705628
94,175779.56155029414
95,116340.32321515249
96,100583.59832769971
97,101867.85681918154
98,71639.63786493473
99,140059.58872679938
100,118478.80102674443
101,120458.110746693
102,111743.47946471993
103,152598.39846831694
104,148109.09237429005
105,236656.07265881012
106,91164.33376837028
107,225174.79265381637
108,117787.98840390294
109,131356.53176868366
110,121415.68789292885
111,129655.91696032253
112,199084.47004298502
113,123392.16772337574
114,210241.90083546113
115,217714.63790548348
116,193808.6595579336
117,149401.63351892948
118,153287.93715774332
119,202963.64813314978
120,143472.15711140918
121,122677.24489137833
122,287382.88067234517
123,231568.14114057654
124,132650.37027200972
125,78809.99665924333
126,106893.45742003547
127,120247.13630930637
128,103247.28882378808
129,124886.87372726091
130,91234.56649541286
131,139029.59507324736
132,125591.28553457154
133,120361.19356720593
134,116038.25587024291
135,223307.97866437692
136,174558.91181583522
137,222067.0604356671
138,161906.1409355478
139,173802.06382586522
140,59071.37696526412
141,122506.18567911506
142,62506.43340698546
143,260027.3719880538
144,235601.53386005887
145,166069.12275261202
146,174049.5951774707
147,234921.57808786636
148,190896.71203682065
149,163240.1333947475
150,146286.31959001243
151,161481.2646515154
152,168550.1818099791
153,100767.88356041959
154,81891.73880058249
155,82019.6722246485
156,86586.39239628839
157,120279.08235335573
158,124662.87195703041
159,169370.17034116358
160,137906.23724442703
161,134926.81630435222
162,246227.90406667173
163,192149.7872805364
164,114023.99877488984
165,174161.30586341015
166,177871.5165715785
167,270792.4103458673
168,207795.6788441823
169,330201.4975518989
170,258979.10654242904
171,253029.8138261133
172,190541.57329473982
173,173551.95630090075
174,168522.6611906561
175,159919.93978231616
176,174204.599740112
177,209582.5341056111
178,190997.15085711397
179,245188.70912474729
180,188516.6325722047
181,225108.86728189702
182,248703.254046854
183,248760.6437575533
184,179451.25278056983
185,145110.61926687497
186,163151.0500320859
187,140144.05011253874
188,122308.06228165541
189,111992.73498342138
190,122677.33414174456
191,95083.98941741255
192,94858.64071309003
193,154119.16559898917
194,140704.86407811823
195,140534.62467715726
196,155608.33588028958
197,152767.9470152586
198,125593.33529906318
199,155584.3809860373
200,412772.91503082623
201,367123.3890555767
202,373547.4277340256
203,484172.4345696309
204,344356.5245739462
205,316195.8667887173
206,353207.88344047964
207,341694.1545336766
208,322800.33724554995
209,337709.83003532875
210,267223.14709066297
211,377424.68066060205
212,334149.5525726921
213,303671.9578918751
214,205202.84620926884
215,192281.20410332124
216,223445.90301271627
217,455980.8261422962
218,342797.07047216047
219,302381.10477439995
220,262776.4757790655
221,300426.30441664904
222,221588.39875595595
223,181613.59580395432
224,172332.29145687105
225,170190.74905073975
226,189379.31187192237
227,196414.80052557547
228,195248.92181671545
229,184087.95350043752
230,180901.76432805567
231,243625.2301714601
232,177372.05741791995
233,169131.22986059665
234,186665.15023827634
235,249247.27076816963
236,184852.06961418
237,343416.2418885119
238,334231.82999263075
239,249604.02190608115
240,287650.52570674213
241,264509.3532153329
242,263268.9214001028
243,269729.84721527545
244,237199.14367654014
245,370705.6036898775
246,210610.1897258075
247,218111.64457860345
248,304448.746392511
249,247107.94591720626
250,272762.2005883541
251,268758.1808297343
252,262372.8905299157
253,225380.2188496278
254,205130.82033237797
255,180055.9435057611
256,174626.08806788464
257,141287.60072621648
258,204864.59566556325
259,230788.6493407157
260,177568.117642194
261,128708.06799922924
262,146104.97721816937
263,211256.88475192105
264,218861.38831467796
265,180778.3102290648
266,154973.38466712434
267,179891.5810212831
268,155896.56401460234
269,161373.0960607442
270,119922.23702554796
271,117825.16147401485
272,110889.93906760581
273,121342.00573072146
274,118212.4324183368
275,108129.95272847744
276,313567.2818228924
277,246792.58981858534
278,268433.9818340366
279,221436.06281546908
280,187950.20027272988
281,166318.63110803504
282,174017.48608731283
283,289288.9364075862
284,229933.331365839
285,302213.99097287527
286,210547.3003178479
287,232792.08213746987
288,152087.32225513022
289,134473.87846355946
290,244758.0779469205
291,109153.63528563018
292,162086.20340045885
293,207654.474306186
294,176877.33651759525
295,111180.72770274644
296,106333.05695790632
297,144693.83578558484
298,168719.0467851807
299,175284.0786522342
300,161233.67921517938
301,171467.5539662673
302,169139.29864068868
303,114677.58480530462
304,173153.1665336508
305,177478.22634658284
306,212924.01534668513
307,125837.46328402671
308,171043.08901318465
309,138675.12639061955
310,122810.53205052788
311,136336.06798913004
312,122257.60569609796
313,143113.93870300098
314,126380.46952480068
315,131508.44523364084
316,100502.06687995161
317,130581.86836663836
318,125872.60817561788
319,174391.77050964296
320,124915.34887756547
321,81825.73986612385
322,130103.07409557316
323,94573.92640747922
