,0
0,114043.52146531625
1,135794.6432808708
2,169821.31317321336
3,198609.93206309355
4,193436.84810236
5,169184.09334729036
6,190800.64411027133
7,162035.29996999542
8,193853.94056594846
9,116177.306892753
10,187531.91142857034
11,103748.09965224296
12,96263.53750065494
13,148853.40124215517
14,119252.40920235607
15,342139.1448177439
16,237620.81849479073
17,286682.7414061455
18,287907.00176852883
19,464337.72306255624
20,318218.15208471246
21,214260.32725526523
22,167703.1531296513
23,169121.23737556583
24,192980.16278129956
25,194215.77735548333
26,321506.9206032564
27,238930.33500721597
28,181668.97138357532
29,227757.3019177704
30,191011.12694858472
31,89371.75578871086
32,192758.90039572795
33,285905.55095144804
34,275900.38275216735
35,228625.1791651233
36,173572.37982696976
37,167213.37715987174
38,161973.17676403106
39,155403.9555499919
40,168460.15642399213
41,158044.39589883108
42,275845.236695135
43,247969.7304131669
44,224866.53116926906
45,188455.55573892526
46,248261.21045412993
47,190758.0244402009
48,158707.82190967875
49,139286.57362327818
50,144957.5730497682
51,171427.80309001237
52,150665.4180798953
53,145619.58053628105
54,187654.39969368346
55,148434.28078079756
56,168422.56656652302
57,128250.43992241628
58,209750.32191046592
59,124253.52287744163
60,122611.98295055778
61,172808.02067217996
62,106969.36278926049
63,117853.16569679933
64,118157.47643454379
65,102238.01617173488
66,107917.83927447935
67,142267.20982352796
68,140327.14308363554
69,209921.0146158009
70,108308.13565832705
71,99795.62841939797
72,138702.72982344608
73,125297.03148025398
74,138502.37855437055
75,108262.51916228562
76,63109.83011481299
77,142665.36388007517
78,182516.37325574743
79,89793.45336519377
80,128581.56033531044
81,125529.45510657202
82,171611.86609306102
83,89725.40837458936
84,112472.43243968625
85,131344.2114154316
86,118175.48519331006
87,132585.8940045494
88,120395.38230296303
89,125893.48134965311
90,107041.31833405618
91,134639.91641194574
92,136555.85849304762
93,120389.1726811218
94,138732.65017141146
95,90152.2836891368
96,94142.03911741615
97,102669.88506450535
98,65536.11794646998
99,131652.91475135807
100,115502.16049284214
101,132944.77285091105
102,118418.11110471225
103,151249.53283232002
104,140321.94224098983
105,227154.8374802461
106,79061.9848178428
107,225139.98302054108
108,115510.96406880036
109,142808.2856983073
110,115607.90960062532
111,136984.69519920912
112,217746.63356320336
113,118605.53796701058
114,218133.9708675519
115,250143.9081693874
116,180911.6633510791
117,141419.99341832162
118,133635.9205217254
119,197652.2388615055
120,157051.84422489285
121,127392.24042437029
122,283852.4023408415
123,222375.92939238783
124,138445.0621100633
125,73943.6431146054
126,101492.39995850556
127,149559.35822894014
128,96455.40953094797
129,131532.9748713188
130,87382.75380200196
131,112444.41589994953
132,134973.04073077283
133,132957.71575878482
134,101645.049085185
135,216217.77167628313
136,187707.88422207301
137,219667.79488385734
138,170803.44654054716
139,158665.68611989974
140,71143.95903109782
141,114673.76853933395
142,78947.5211435887
143,247159.05365533865
144,246496.71634413805
145,168242.70201115622
146,178877.85991473746
147,216496.3102251883
148,176715.5873476821
149,145393.26587618943
150,136712.04583653598
151,167419.8158995869
152,168868.73749898787
153,131373.7952530316
154,94568.2307894334
155,79278.01539270575
156,97973.83371895399
157,128116.47329402482
158,148188.03562611225
159,164554.25696959175
160,134335.28653593455
161,147853.96997116983
162,255262.87858667242
163,205700.61796263233
164,116647.53011780733
165,170125.56047347546
166,185318.33626705757
167,286154.637726392
168,181009.8519114232
169,327458.0039459964
170,211580.42963664624
171,223980.86870823204
172,179669.05391104752
173,185634.9739491238
174,178384.69670455516
175,156851.24716585976
176,196122.89809531043
177,180890.89873696695
178,190923.22242975846
179,253986.1810992775
180,177104.68539987647
181,237007.60047332017
182,213244.0884927547
183,235881.29563595235
184,211569.85383260186
185,162715.09277503472
186,157069.24824137927
187,130037.96015006576
188,140144.54737382664
189,115569.37000518588
190,125342.59568998805
191,103151.97679590502
192,106243.45587319441
193,147743.2120221776
194,139233.75605904387
195,139419.59986947128
196,146717.71734669915
197,147370.62147043028
198,127852.03255668835
199,156917.8433121306
200,394478.6545320882
201,393337.54347544716
202,354996.0031583906
203,481175.96492826106
204,300700.1051049032
205,313204.5512621956
206,382654.93239899963
207,338198.31084010296
208,300908.9879394285
209,331543.2170532227
210,251644.30134764579
211,409999.4619551535
212,288537.85451968806
213,242610.2314833479
214,189534.50201797517
215,190275.37147211644
216,211011.94554804897
217,429198.352998386
218,365773.97732704156
219,309042.0140567494
220,241462.73787576504
221,307438.5074558326
222,190263.12281200418
223,174978.1521362146
224,174743.33135040913
225,177073.27196118957
226,175808.38700348328
227,189713.24253594864
228,197358.90399025512
229,203559.31805628497
230,195847.79104853453
231,266839.143836251
232,164647.84973648604
233,184795.56227581698
234,171761.22963076422
235,261877.1665112197
236,179231.27573905513
237,331865.78341988125
238,309078.9316791366
239,249074.0989750262
240,266014.79205723683
241,231461.25821792442
242,236181.0232980549
243,272845.2959472489
244,242813.10752985577
245,391846.01857720653
246,201326.7548523936
247,197342.66952819622
248,260168.70125357163
249,219931.78709640432
250,269437.7826986076
251,246338.6459934303
252,265692.4411877695
253,216505.40688817744
254,205182.47739334166
255,178624.32874826618
256,181506.71845977454
257,131277.6351785418
258,202196.48411040253
259,238526.0705022751
260,161130.78862541643
261,117912.14676199235
262,149740.56102906782
263,199616.29433498447
264,238911.52130349906
265,185601.36278155432
266,145173.39074876494
267,178721.07383021413
268,166560.29963433373
269,171522.21008789598
270,122741.85681135498
271,127180.24788797389
272,112545.84870093271
273,121790.94046135813
274,134019.2322291907
275,110261.59761328588
276,306357.2105682619
277,244170.1992902215
278,261722.05296137344
279,198362.82750288688
280,182029.2269847599
281,166243.75520823413
282,179659.12158258387
283,312116.1640103213
284,206264.3546252518
285,186660.5755008307
286,206421.23931836474
287,227365.64392303914
288,139133.65542101656
289,121455.53795758156
290,262676.8747384316
291,118235.80113075105
292,143934.70930357455
293,196817.02012263125
294,152867.8886229217
295,134274.4057187867
296,120498.26089096286
297,144820.11282578568
298,153023.17356251407
299,165409.7102578254
300,139470.5746899343
301,181755.52632728932
302,176677.49366403004
303,112714.40739411286
304,159775.30168493467
305,193657.47306049382
306,224735.22197480258
307,138368.82472829171
308,171050.1558977228
309,156760.8890605836
310,120602.5844872221
311,127006.72683325232
312,125675.79655769838
313,142193.51474202203
314,142824.61987616002
315,127963.99950848409
316,108568.42013244022
317,138416.38378966262
318,118531.66603794246
319,176256.0566498953
320,123393.93263425531
321,89829.7774753456
322,143320.01720521649
323,107202.39593347076
324,124240.79434102314
325,149481.901069627
326,166326.6696868718
327,65845.91716784492
328,104387.97353622419
329,79020.28242924089
330,197182.08551511832
331,157754.52620682516
332,132017.17223554658
333,162667.2893265429
334,125169.57445568155
335,131691.65427753192
336,119734.05251486399
337,120745.60455628112
338,110059.59766547862
339,122082.57922940905
340,120434.28834320899
341,142725.30841828656
342,145871.682138193
343,134839.48453025293
344,139991.71262174493
345,131661.70244158412
346,139594.88300850432
347,118635.46823515752
348,112722.93609934965
349,131477.73561945415
350,83032.2479623097
351,93130.30076357105
352,117202.9066740914
353,94890.3731619165
354,62549.47733872557
355,101454.0051027038
356,97903.15648817726
357,128082.96377906908
358,130239.23552745277
359,61512.617670074345
360,121160.60492237218
361,150799.07480098354
362,47443.3971505453
363,130162.12520215244
364,133847.26915760004
365,100957.17786269149
366,96450.04862619838
367,129369.88320239438
368,129724.30249675237
369,136534.9470934836
370,139290.73720333254
371,78495.940557483
372,134873.74585338688
373,114695.29602462977
374,107403.75264913097
375,120791.96472327584
376,83248.46624513982
377,113032.26758923684
378,111877.03311539139
379,131046.76920121387
380,133993.30301785292
381,93875.78162912787
382,125099.5381889834
383,143684.12549219272
384,138486.09390851055
385,149956.13206629935
386,152539.5062175719
387,58302.08771870216
388,112874.43057795253
389,113015.15060298964
390,139274.28077598952
391,124782.6760214235
392,118782.54808502404
393,154111.67511643257
394,141931.8614283828
395,227248.9030966838
396,129425.07567266302
397,144264.84689972666
398,124499.35781934748
399,143558.11034925134
400,124282.2616108535
401,353349.0702517754
402,333091.61838471185
403,333110.2887149168
404,323593.620501408
405,323395.6126118832
406,228007.12538126556
407,271385.3222115976
408,206808.58773447215
409,221047.45218339344
410,255898.2468124746
411,172139.23785624703
412,224830.04560521425
413,155424.75207364451
414,186787.16754465335
415,198939.7986879176
416,203092.69113363358
417,213386.24181546198
