,0
0,123849.35413866978
1,157278.81552776176
2,176122.1815690092
3,194692.06670399883
4,221825.94201461333
5,176751.48418197242
6,190534.4622491905
7,178151.63961351436
8,205146.01355617138
9,126981.3496529642
10,213938.93907894669
11,118054.19313418657
12,109269.36414924973
13,152492.88646801581
14,128279.12864541057
15,384114.61379881116
16,264238.51230711245
17,322619.99788814766
18,308179.82972932037
19,489377.99852931034
20,337022.9628508893
21,229673.38071916823
22,176251.7536442401
23,195393.27471428036
24,232475.84920311742
25,199977.04850159227
26,308264.2540099584
27,232181.7676420937
28,188804.81273412492
29,229537.4210805053
30,225043.84521388178
31,93728.44296499701
32,239710.99960703854
33,327286.3205185496
34,294125.9646578534
35,232249.4389749259
36,163849.17414080582
37,183232.3454705506
38,186196.61507236923
39,166873.22313860257
40,173482.04993228792
41,180010.50319436425
42,276004.45145788963
43,275200.6874626407
44,234916.22085375106
45,199069.9592280519
46,245075.33415310516
47,207214.66655174358
48,166404.70536390797
49,150109.29979986852
50,150312.83296046022
51,162761.55596231925
52,160849.4265658997
53,156862.150125632
54,165983.70345787794
55,167687.86872145327
56,180748.4839385163
57,133842.96164724437
58,234133.6397619772
59,134724.02219042103
60,131899.01829611495
61,191025.73596646058
62,106087.61159412484
63,112210.3407850282
64,130714.44696163054
65,116465.67618692736
66,107125.90648772025
67,142785.6259027386
68,152366.3750161678
69,192674.5849249322
70,130796.4734499178
71,101906.76892012003
72,136744.14171551468
73,127298.19141694097
74,149922.7409578722
75,113131.64019639317
76,75952.50899192074
77,164991.6849565231
78,195934.3716068615
79,96405.44666250412
80,141068.74192874733
81,141743.52566024655
82,172142.1032244216
83,92639.95327584089
84,122522.73818010023
85,162795.76791695773
86,138718.41604108657
87,135790.15216673055
88,129199.96264531268
89,141280.15362305052
90,117914.0044918935
91,140849.5404454685
92,143798.9971711978
93,126189.55836522178
94,170306.48805096207
95,106243.97699457315
96,88163.55551536809
97,119847.67244433738
98,75089.0088969556
99,142490.43214425104
100,122658.35607793633
101,141914.7422413765
102,131150.2447576003
103,149334.1326102764
104,171362.79639540028
105,248249.5250210307
106,86065.72995818488
107,253373.9900774436
108,144169.49298367323
109,170622.0278774367
110,128496.31676225006
111,135730.03049637406
112,237333.42486762418
113,134642.13768270554
114,243414.16638356674
115,268442.7188641583
116,204226.52329489565
117,157008.22516315087
118,146664.1385347646
119,217944.77686439393
120,170665.27664946212
121,133334.53565091276
122,307482.2123913838
123,232173.24824664023
124,147315.69357702346
125,83823.37194434486
126,113323.92200680177
127,168028.7219412175
128,102620.14248244377
129,137289.54059344728
130,93382.37695134962
131,117699.28211109976
132,143840.1069308389
133,116934.99174271981
134,115409.89634321586
135,249077.4280508731
136,220352.07075191056
137,240331.73610145444
138,191196.3678864911
139,192914.41279559935
140,78787.3621045978
141,124071.68471062678
142,79726.64229919705
143,277299.1512491086
144,296833.0934818723
145,165303.42974790093
146,178770.01863837807
147,246651.90497990677
148,195208.31726146373
149,155963.42080687918
150,160491.51577035274
151,174028.39286516313
152,179046.11765209955
153,141574.98397999452
154,95150.33517408883
155,88457.24623510322
156,102864.8496977895
157,132707.61670055683
158,153643.52005143068
159,189073.03124818846
160,148131.40506677027
161,169392.1515281879
162,304954.64489472297
163,228838.55304180956
164,129995.41204421583
165,191245.78923749752
166,205068.55726305343
167,308112.0959566666
168,200034.63004175364
169,287950.54383866134
170,219076.91837673145
171,238202.03118823725
172,208293.94299341622
173,198993.52602003326
174,192391.2522974977
175,163966.9352172594
176,184323.7313196613
177,194130.72549971813
178,194824.64445131292
179,233886.62077346622
180,188943.37050790785
181,235619.8300442828
