,0
0,122858.30775804217
1,164905.05387815647
2,181853.3583844006
3,197806.89472755723
4,214505.36571902895
5,175403.71025117487
6,188222.81038264718
7,175581.3759708813
8,196154.0801249941
9,138896.10151646237
10,203597.15793766442
11,111034.21475264209
12,130464.62002386112
13,138068.83943879497
14,116282.29766532384
15,369617.40417898836
16,271069.43290593755
17,321801.6562625345
18,312428.3568165126
19,473013.298220245
20,343244.09674826136
21,228094.86373395158
22,176377.59867361002
23,189023.00673398835
24,225233.33555671768
25,198844.10271711124
26,310656.59589921444
27,226869.7883974133
28,195109.95749561547
29,231611.37397873987
30,218694.93342254855
31,91244.51081671918
32,229406.20368825304
33,317338.181756809
34,287613.5553302092
35,233263.2051400299
36,158600.5390395437
37,184336.5430657776
38,186767.52942868762
39,163686.04229403695
40,176495.83211513574
41,171413.82829919292
42,280546.63795017934
43,265277.12044748507
44,233350.75107071974
45,197108.24939172535
46,249567.38423860617
47,211104.78220502837
48,168937.3947234756
49,150714.8301993003
50,160028.30691704262
51,160661.51905307695
52,149462.61413787512
53,135787.64120165462
54,197413.94083230654
55,170517.4357436012
56,167511.7224443018
57,127362.28763572022
58,231157.0728059606
59,138698.76292837266
60,137117.39971486927
61,189036.58878303083
62,107810.12644592662
63,112022.71147687206
64,143638.63305865607
65,109146.75274025652
66,118936.43448621745
67,128005.64793553003
68,162026.31215813174
69,169003.68767197846
70,138736.55464918428
71,102154.33530006737
72,151908.66072538457
73,130768.14645356144
74,152686.08399083183
75,143286.5401429271
76,76739.42764026632
77,139944.57202867777
78,372791.0677518961
79,100396.31463495301
80,150665.55595066672
81,146579.5996365927
82,153642.66852977363
83,110409.65547289472
84,110176.58499414302
85,190641.68086717644
86,150963.947060311
87,136683.4575481272
88,140715.5914949384
89,149586.99616042283
90,110117.73207280698
91,125957.50891746546
92,148831.9621908717
93,139666.49195637467
94,165540.4441830492
95,119598.18294307505
96,97290.43850008288
97,155026.81910016353
98,114448.18867827026
99,134711.92136310416
100,116788.42494397721
101,141944.28821607085
102,135822.95415190185
103,145505.12514481
104,173583.96895366133
105,272133.80668297224
106,96836.09314800333
107,270067.3597665525
108,161077.94489436588
109,147905.30374444104
110,124590.83926691084
111,132000.56653844065
112,241797.8962880346
113,140695.5109365099
114,258963.654338241
115,287500.3994292814
116,210386.88563066704
117,163410.01064358186
118,144315.58454360053
119,213719.05420221973
120,168705.93018408475
121,139699.34688974512
122,300339.7283197133
123,225943.4181036228
124,149051.7570227899
125,80847.59108927856
126,156749.90374227418
127,154675.58780373776
128,93804.61279433458
129,131642.7995520363
130,92033.34740698143
131,153910.7821598397
132,146015.736049037
133,102564.94639743175
134,115469.9307049543
135,146574.18141762665
136,208560.60483547085
137,231043.01486748084
138,187430.8395743079
139,181376.93233882263
140,83390.72696581893
141,136262.50815624534
142,142065.5832042789
143,267768.9030631713
144,278210.8080346638
145,160638.95415324954
146,165575.15660754437
147,247498.7916869341
148,193329.79315662343
149,162127.93657613618
150,159531.33317061779
151,172215.66594523075
152,178845.3244589647
153,160553.95936561993
154,90259.02775487382
155,82570.2310969986
156,141097.64609027232
157,133603.98620062272
158,155891.19647519963
159,175874.53594645337
160,147350.38826681685
161,212691.08330148572
162,234590.7790429741
163,221780.80460766036
164,132970.5782416635
165,187544.23730522388
166,207760.58505638072
167,301603.84479944065
168,201098.42566808348
169,293805.271546543
170,228936.0754933967
171,242583.4511923712
172,210006.32591202063
173,197572.1572670897
174,188823.52019464818
175,162530.7902259272
176,188120.88619330118
177,176349.1943977
178,201873.9246245042
179,235417.72081767392
180,193127.45205171432
181,239867.86292095415
182,217381.00603672682
183,259533.05579326194
184,181503.9315850408
185,191524.8742419251
186,179045.72775349373
187,130238.07529970836
188,145862.54520857928
189,129156.25716149466
190,132735.24551203745
191,110565.63366692941
192,107861.63004069183
193,149213.3797462161
194,136140.82984285406
195,142528.24943707278
196,151198.83180199415
197,153351.11412064853
198,129203.5953922262
199,166080.51326038863
200,438749.68708180805
201,362517.3074345644
202,355945.02761596837
203,499733.37764367915
204,325891.8078493829
205,340876.867009681
206,380459.7390755856
207,361951.37559857813
208,340114.43927883415
209,358011.695685359
210,271045.1383331134
211,401928.3104222071
212,315361.4329297103
213,256780.16165946308
214,190162.92015019926
215,191968.43221472256
216,224041.30604422739
217,479643.8409608676
218,378110.35973108024
219,328187.3837818344
220,242365.5698837478
221,361623.6537938103
222,189560.61666298343
223,206488.96580068805
224,181487.4850930771
225,185145.50609752067
226,186348.4572709923
227,201099.41034388758
228,219589.6886091384
229,230196.73682208022
230,221813.74703916296
231,285258.9332352011
232,195744.79826194496
233,199535.6122017197
234,187280.8716763098
235,266740.5154426594
236,186253.33810441045
237,370408.2278219551
238,343425.03165460215
239,285536.9140686527
240,289107.8701219407
241,253496.61701437263
242,253040.3577755992
243,294736.44070010143
244,281029.45410781336
245,404989.27417267277
246,208839.28327044623
247,216726.25702356454
248,310258.98748598027
249,242818.65365255048
250,313272.2934731916
251,267380.5096088222
252,269881.4770052735
253,211558.08906935228
254,209104.62018866502
255,187632.47381142914
256,204259.2683953555
257,131371.91408900163
258,242800.7625164451
259,275639.27020565415
260,187344.76888845454
261,121996.1319062673
262,168477.72834583267
263,218858.4892230403
264,262724.7949239861
265,200450.10028785447
266,155094.02211102573
267,190397.54430885383
268,181875.3630645836
269,137174.94999163123
270,140512.94045829505
271,152018.78941087716
272,122070.08612701367
273,125058.04428198599
274,143802.0862605188
275,126597.84495586887
276,299341.16525296617
277,266855.186180213
278,217298.06791075357
279,192806.73054728162
280,188136.82363664414
281,167561.47175222545
282,193707.35906521033
283,332044.56948733906
284,189037.75659217022
285,186458.16871356554
286,221284.049580673
287,210411.41878244758
288,159208.36045821515
289,124215.5342155174
290,264580.1897623267
291,123202.52694504357
292,134416.01073381596
293,199789.7072453199
294,156866.50373561334
295,135666.77670462683
296,130419.68970409193
297,86145.31890435683
298,164516.39777132336
299,171011.88764344048
300,156490.5891174893
301,171807.20468659844
302,194330.61079906463
303,138312.98204529152
304,143421.8008556649
305,197286.5983991883
306,205690.13737521577
307,145416.3315217738
308,192205.8825706795
309,166264.90829689056
310,136166.65007525412
311,126711.89327698511
312,152449.09691597254
313,145282.86508498504
314,159409.31581679627
315,143170.3336014407
316,122891.13431507161
317,145998.0573167551
318,122459.08079502956
319,156419.8810904004
320,127048.60105724873
321,104071.2415117375
322,151341.8513943769
323,148666.20245913614
324,123848.74928886631
325,143107.54847536873
326,126142.47044295193
327,78551.4565471897
328,114897.34651880951
329,112870.03711650225
330,189369.21045381617
331,138579.68739665856
332,180854.76641223073
333,122084.25219667947
334,141381.56811168994
335,139797.93006834385
336,151539.48645883834
337,136985.55201118416
338,133776.10524889873
339,143761.40838153678
340,117900.9388555246
341,159350.8024050428
342,150629.7752151034
343,134320.55959589334
344,144532.35897522472
345,141089.01483600723
346,150030.97347939856
347,140024.8578004618
348,117647.26633592809
349,144639.19510470587
350,102363.01837740155
351,114014.27169526114
352,125536.92563186286
353,104838.62905439423
354,62980.8876729497
355,88134.68415029053
356,81953.08315174744
357,147484.83016036524
358,148858.7895251721
359,96923.98093871775
360,117943.24539785377
361,115322.4996117912
362,90354.46912600331
363,137890.83953367322
364,165850.8908863579
365,128244.33376781784
366,137969.65307773656
367,137703.09930317086
368,121512.45537435172
369,150551.9078336149
370,144583.48230495717
371,100119.60105007976
372,160357.01843982204
373,147911.54171583828
374,129652.77083344628
375,106273.18058388472
376,108540.13114104886
377,183719.1299350391
378,119724.17534406396
379,148077.33913124434
380,147262.43137712358
381,107063.88576811554
382,147285.0463411627
383,163829.91186717217
384,152913.1061755034
385,177923.33910214476
386,163354.2648325411
387,93985.77571453448
388,77343.6359755127
389,121064.82517844997
390,149364.83592522467
391,151666.93554070528
392,136920.63884272453
393,177058.34143958194
394,160551.12312440493
395,228634.1569798619
396,148311.785377335
397,117501.83594160216
398,114328.83494227081
399,146345.44497317576
400,116091.57380616454
401,343093.6915327294
402,320813.2402229002
403,320813.2402229002
404,386293.661584401
405,388258.2170873844
406,232822.01576945
407,289871.07782511256
408,216144.11061452862
409,258635.8672306554
410,302968.55304696434
411,195817.13813877985
412,251167.29972520302
413,163824.1859188094
414,206390.13699241643
415,205782.29788295235
416,215365.12396873816
417,225356.73651834016
418,147897.71958561975
419,138512.4259529447
420,258584.87379199566
421,252841.08110229086
422,184445.59070335267
423,205696.69846672777
424,251327.71028037183
425,290564.2520343465
426,226886.84171652407
427,284731.7347199991
428,195085.86099367242
429,129304.82502478072
430,137958.58717310798
431,110472.73198002494
432,155399.4148645856
433,121700.32923186324
434,136110.6326211274
435,140200.55320711978
436,155828.35140679308
437,132466.01465025308
438,151931.40462329873
439,187256.91807173178
440,198694.92785639595
441,170190.53859111958
442,206877.6151037844
443,176015.52228392285
444,212063.3946963186
445,124259.50454280098
446,221375.8239387401
447,121465.17780938458
448,152794.78083569263
449,126748.4148833846
450,231037.8643076917
451,304975.56820996094
452,148921.70193185136
453,96053.36472390246
454,302981.23587183125
455,105672.73881834494
456,293005.81318289775
457,149620.7989860705
458,160780.29740776535
459,141246.21871261724
460,381102.3479879105
461,339810.9839661388
462,231733.18803725237
463,276134.85646079894
464,199637.14378911283
465,388309.44862755673
466,137276.89533897387
467,178544.46324501702
468,132545.08593237668
