,0
0,124562.14190470781
1,161632.5679705492
2,183052.5585406233
3,203081.4116995157
4,196269.12948134306
5,171472.58813028768
6,175106.59409412212
7,163491.24047031967
8,197952.99709918207
9,120379.07094541012
10,167719.96134190346
11,99496.03035032122
12,96029.30560861136
13,145623.7184294369
14,115288.1214118439
15,364719.9802021662
16,258084.84980353224
17,297565.5025117063
18,294392.5823347423
19,552826.0085372715
20,333651.7590716452
21,206583.18782989212
22,174576.43127131157
23,165512.6050822794
24,180261.87555788166
25,188443.54458341998
26,346453.3667681859
27,221359.21979882222
28,195694.7792584883
29,243938.9402549463
30,195329.95749451866
31,102306.98329009996
32,174399.78446032896
33,289882.3655259827
34,284227.55620436335
35,234264.8574013696
36,182929.0806421996
37,195498.5309142459
38,167224.50363929573
39,160157.39294655764
40,180018.62419651911
41,151189.78124822376
42,381453.42184620316
43,243966.48145154185
44,229193.65388326164
45,189299.07045025914
46,257090.40661311804
47,197505.66646877216
48,155499.69684743497
49,146392.4433737447
50,166554.15334790057
51,170216.67344223554
52,137729.45201504795
53,161328.63172114093
54,188352.50997383214
55,147584.92221814845
56,173340.27487105335
57,129967.83087111099
58,208573.99249883188
59,127737.75767095925
60,134431.12926771745
61,172578.94553851735
62,117116.33806109692
63,120305.08406126477
64,120257.87009367974
65,113334.33379596757
66,114101.81636062337
67,129761.35660429945
68,160774.71283057623
69,205315.91687075363
70,119487.3140911731
71,95572.5164821891
72,151680.42064059342
73,127306.12389210238
74,139176.29974152008
75,106355.15017927397
76,64592.60706545288
77,145557.41536253155
78,183952.9680706152
79,81851.97639856023
80,136295.4912310386
81,151734.0280901525
82,186576.32693730918
83,89311.54512872838
84,120213.78870264943
85,140423.9750616528
86,136637.44413192297
87,142034.56149359274
88,126781.06237640599
89,137816.4532073242
90,106558.70909815475
91,144219.57865848014
92,137324.36822671484
93,122061.66329962944
94,162906.65227650406
95,87672.25121148198
96,115869.73143259522
97,110502.05816938412
98,63444.39115189107
99,130250.78583870563
100,122860.84559125498
101,136200.51895827684
102,123719.69276805736
103,162310.13982815278
104,148312.68160865616
105,237211.782775209
106,85819.2796972813
107,245703.57164890232
108,134010.63041023197
109,131652.58132691382
110,104824.38344884275
111,140746.59756964826
112,230168.96827002568
113,119872.45807258475
114,230471.25970064718
115,228632.39160703152
116,180390.313721525
117,145443.70249317779
118,142154.72656480697
119,191262.39148055977
120,156079.28979521446
121,129969.95853563196
122,304494.780124384
123,220974.2036711435
124,139385.71620718128
125,88683.98258638575
126,112152.26787134206
127,146407.63835799697
128,100330.71626783627
129,127763.99440988214
130,93048.53506113043
131,118260.39767563436
132,133874.0074085506
133,133419.92342524327
134,110188.70649921235
135,222403.322550249
136,202440.59550647403
137,215358.88229959286
138,169216.25160152322
139,156927.8006162412
140,72194.1529170139
141,123287.67932944547
142,63816.686560237125
143,270746.7599388822
144,231651.14570306672
145,158294.0605210097
146,176952.64741354424
147,212909.23922254101
148,182601.35903047337
149,151187.6746185098
150,133785.2694502869
151,171613.8807321727
152,167213.25140387047
153,118796.08742490238
154,90060.20488647721
155,80199.21806966796
156,93160.86015071969
