,0
0,113804.99997309562
1,166722.39567046866
2,171180.402690544
3,184378.38752784673
4,253085.06576080754
5,183725.02920817942
6,181541.47933572214
7,166673.25346599272
8,201152.13573432376
9,109760.02645458007
10,164584.8974438493
11,101377.06928396804
12,85493.64160387678
13,138600.7556559532
14,117254.33080179294
15,362832.3961508411
16,304079.5314876984
17,326582.4282966394
18,319997.09112533845
19,400797.44249189214
20,329262.0443477954
21,261822.75713400354
22,181045.61850957503
23,167155.7347101016
24,189716.69843305115
25,204909.17860966918
26,347240.83563556796
27,254605.91493337217
28,218064.36532037923
29,232305.87397210157
30,194536.37861649474
31,116668.06982532109
32,181653.52248885122
33,316193.881295122
34,311462.2284645216
35,208267.2854384731
36,195046.80204007565
37,160578.25444526298
38,149358.09788506237
39,135855.01352646045
40,159932.73255593356
41,145164.19429446303
42,263657.8209643465
43,259482.59085621795
44,244815.24861178602
45,184559.6900676478
46,226960.24138684178
47,179623.83741324945
48,150548.86461618802
49,145893.20756949903
50,133473.63202293584
51,170541.35892689181
52,180064.5155219581
53,143917.6709720867
54,227769.23281942584
55,168602.1867490306
56,181602.1512833824
57,139598.51547021331
58,208973.15960476638
59,119889.7017710849
60,126209.6421358619
61,207805.84931634867
62,102005.53696007287
63,114712.87044763571
64,102194.47267015016
65,107370.35456104856
66,113752.52761484598
67,145629.34258325928
68,130695.87320565591
69,199973.70393410322
70,134485.7045254565
71,79438.9921656131
72,128143.07888222701
73,119894.7311359341
74,140120.0594150888
75,85766.16312271921
76,57183.63787414934
77,169648.6303750619
78,223814.78867307358
79,131545.5233035636
80,139282.8221953025
81,149309.9082641861
82,194685.37115517273
83,80705.1511264742
84,113028.69457521671
85,142221.84649541567
86,156019.08818734126
87,134000.0971729947
88,114666.1366157205
89,144279.9457364252
90,118188.90537998926
91,129869.05364825256
92,144426.15249174664
93,120229.27843921902
94,190148.2330927836
95,112249.6850249561
96,86212.55626106588
97,89248.55120873559
98,82780.40838266474
99,134655.95876648414
100,115667.5143995715
101,119927.39527209278
102,111822.44093759006
103,155647.2603615663
104,148237.941298454
105,239628.32788825742
106,84349.53038689122
107,221282.24497319022
108,114751.18447049143
109,141064.34376624806
110,118802.70182178027
111,138336.89071934807
112,226954.51784386302
113,137098.627774501
114,229156.39966891514
115,218464.49383209116
116,208041.26825779563
117,159291.5904821377
118,156103.50716355
119,200872.56848531862
120,148650.79652487056
121,126924.65619228396
122,274167.71181467985
123,236624.38419140637
124,122936.54116456851
125,67130.00876496674
126,108605.73374558528
127,124329.59904587464
128,90248.161578025
129,130410.31831087077
130,82481.77475384212
131,142965.73300470735
132,130244.75758925201
133,139518.93064017044
134,120514.07329345326
135,236880.68397661427
136,187771.40754185987
137,223700.42360957692
138,177363.20560275376
139,188393.1206287996
140,33538.08196808673
141,132460.9400927007
142,57680.58511804024
143,246867.22384904104
144,232106.90338130912
145,170143.50597797614
146,189756.05315107302
147,242780.1465797746
148,205532.79274542627
