,0
0,210235.09135425964
1,172518.95107369075
2,220820.921024112
3,157952.55222523015
4,274397.2749095482
5,149651.63766848226
6,283875.32670473563
7,201990.2954765084
8,140190.4115640988
9,123847.81834760866
10,129193.7743427766
11,358318.2827091087
12,132933.66979109947
13,248513.79248824198
14,151685.4250773225
15,127705.26305617804
16,149350.22567086792
17,105949.24110376296
18,154803.988347827
19,133855.4548599869
20,321671.6786292881
21,133746.49812584647
22,237119.70288108636
23,134403.43000703526
24,147486.7823392368
25,256188.2389686024
26,131644.85096041186
27,300439.7836091658
28,179350.68165085226
29,71846.86201871485
30,70504.4638274101
31,142676.07990087048
32,198518.3000003617
33,171460.9512525436
34,280191.7685572903
35,303588.19983708404
36,149865.73803554592
37,154981.1266689032
38,123570.46098788574
39,87416.97640806777
40,156185.77198859377
41,158584.37630664126
42,140004.3288691704
43,129473.10285695456
44,137014.9942850047
45,292777.86063200666
46,252000.63136355387
47,243364.1624221324
48,109780.72134440806
49,127222.47816661942
50,176451.55467585343
51,123879.05535936261
52,109671.55813765503
53,328899.92648955574
54,134203.21574285658
55,170835.94158889365
56,187269.5600481432
57,199201.890896037
58,371827.2207643802
59,123732.28886225075
60,162075.49243633213
61,96621.53319338484
62,208027.19327705613
63,142738.93098747553
64,226080.91504722013
65,304945.8440892366
66,209878.08811421404
67,217715.2664550424
68,92093.10363757878
69,216702.72357199359
70,235015.2499408374
71,126623.0964219052
72,187109.93648855248
73,142189.55490891263
74,115261.31925834557
75,94488.68070873313
76,124017.01938903627
77,122118.82940185965
78,130942.74173291838
79,115141.65139449746
80,192599.95890391857
81,167757.68230361445
82,242406.21474316934
83,128835.6730448919
84,172258.13447217946
85,261042.49823599265
86,179486.0229454336
87,164509.37936088443
88,88085.49702333237
89,116835.36839494387
90,101801.30912518833
91,121535.3203774252
92,137503.66593093457
93,154813.90062082838
94,206357.0463885538
95,181682.73506246821
96,219725.12305813807
97,114716.44429197021
98,90484.48873179751
99,118401.81568685423
100,204001.25366361538
101,182692.13984951263
102,121070.78706757887
103,199149.11865719475
104,156495.9452452204
105,256704.742209069
106,98925.6413612611
107,110164.62611309222
108,113843.33233287012
109,192864.14097455906
110,140591.46353475485
111,176264.45130028733
112,337228.93355893675
113,207696.7132703529
114,209420.9807802938
115,169956.02671645096
116,138226.83538507196
117,150565.01673359174
118,297177.2537540641
119,170952.67104297987
120,167329.36245755342
121,104147.92486896465
122,137445.3123153006
123,172093.543072046
124,180504.266216569
125,83198.15738275081
126,133736.37367372328
127,96406.25263906561
128,151792.80459593137
129,147562.3329349958
130,215518.33993879086
131,224776.69516184693
132,145616.0459073346
133,214569.0738563069
134,177334.11203223828
135,175497.82270024347
136,146497.3494654729
137,187091.78672290058
138,239895.3758181692
139,212708.95513532517
140,107232.51943867136
141,249267.64847588557
142,141252.90421371037
143,210332.27707009146
144,137843.43600716023
145,140580.48658030186
146,105736.80403835567
147,220679.96157189892
148,133348.90633428382
149,114966.65617823345
150,131096.0936228009
151,338215.95726356417
152,187046.616616071
153,189829.05873448568
154,120201.58849360725
155,78210.70205227299
156,106728.43898373397
157,273206.5469200285
158,243059.59320889512
159,287064.1232809108
160,162499.2262318073
161,378486.7240552279
162,230033.14060932657
163,98869.77917418092
164,139883.1089639171
165,118939.22807994476
166,185619.34311966397
167,330997.8799707624
168,191247.62037948612
169,233384.52633340133
170,128755.85917933265
171,192167.04328863928
172,211976.74339063556
173,159423.1819535867
174,196477.81568261114
175,216259.25611647358
176,221298.44046690626
177,181942.23048979332
178,433096.2863379928
179,108575.30038917059
180,172482.28111929292
181,175099.78385247642
182,126869.24631002682
183,197304.94549397167
184,125662.6775608215
185,341078.7271294581
186,175783.07254621797
187,129252.99366423294
188,148496.17930037933
189,271895.88145844446
190,263417.68384798063
191,170294.33494366924
192,198575.6460316204
193,139126.52735721803
194,124699.83604878797
195,151343.15086914858
196,308352.57963471685
197,245267.90131137846
198,112432.82516280004
199,295565.62087657844
200,149564.07769987755
201,164411.6541900547
202,114458.13508299064
203,148370.1874359621
204,111582.4562109311
205,181094.9458262814
206,148287.70487460133
207,138987.78135841497
208,251939.69813600273
209,146950.41718241104
210,90801.28792405069
211,180779.32750833317
212,231019.43718239854
213,150092.46149622215
214,153498.89662880855
215,142815.74308915713
216,211480.33672583007
217,103551.06678522656
218,237858.81047642918
219,176390.6102105136
220,210788.30962005138
221,211313.11218098
222,173598.82106301433
223,112353.39568850954
224,392563.64496965
225,110210.75123027727
226,282607.53586786694
227,98927.81831339047
228,124536.3128952955
229,195634.6872163133
230,141026.45491792276
231,352196.2664985322
232,103442.68397784856
233,127253.43717107884
234,212794.62943211923
235,94033.57663338215
236,192417.28019733384
237,199815.93485332825
238,288784.54422094964
239,128151.7244264877
240,252343.97655163947
241,103321.69143544795
242,93940.64495205284
243,127869.85614014983
244,220830.48892828813
245,226419.72356199683
246,131828.1299482129
247,144337.28288441608
248,192693.61629337215
249,245103.71363582238
250,88896.37014558657
251,253749.08460578625
252,180431.64063880526
253,155471.859626383
254,143437.97526192872
255,227830.38926263573
256,203683.33469936182
257,234709.57879713114
258,223303.87473648723
259,101920.86132299191
260,168712.66227936
261,300977.9674827494
262,150920.55444093814
263,127042.6656726273
264,88506.90405269156
265,180147.10561812564
266,185727.73173111188
267,173715.18250578345
268,117441.00009153954
269,149710.2024346582
270,262286.41241800145
271,199569.69134404836
272,288499.1308477247
273,153205.15850839036
274,126153.26286793692
275,169796.32408802593
276,214888.24610017618
277,119335.08957886182
278,371122.8739447053
279,194410.12641194806
280,223205.78876587417
281,189875.8246624082
282,212242.89734633244
283,241883.1923706591
284,185980.31839052806
285,164719.99595045313
286,164708.20809022096
287,97515.47342030823
288,121807.21139745756
289,140684.07925577523
290,240587.11328538513
291,129048.08600486905
292,139409.5947883422
293,229054.7643702009
294,166173.62565565866
295,143527.58606291068
296,139741.3375189677
297,223872.35046557814
298,177770.34420298642
299,154710.29054647282
300,152022.29082769682
301,270858.01267477224
302,224481.03402760852
303,137503.72350314888
304,272716.40419761994
305,294400.5221178177
306,235729.02180186502
307,97837.70886673882
308,103693.2282009279
309,353849.25946457
310,175667.71158614743
311,127276.66502359933
312,122281.77820638104
313,258729.1431930964
314,166420.18769158277
315,184811.22328117973
316,244974.74310125044
317,256820.88470936115
318,284662.406462628
319,187981.88966557232
320,306166.3718055361
321,333995.5235096113
322,268118.8300077734
323,124701.16932894869
324,240225.68475046122
325,91224.2970061108
326,273464.43317846797
327,148048.519307858
328,171144.272735289
329,81162.07232625286
330,134152.64683028098
331,136925.1311910484
332,277338.11674787133
333,201849.59657447843
334,190224.82410237056
335,208185.2074090068
336,347366.90389829455
337,215782.02485572884
338,200872.47835957972
339,148386.3392155931
340,211655.77659227082
341,89802.21306026043
342,91987.79712753271
343,280192.76648830087
344,95145.64097983958
